GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BCV001,BCV002,BCV003,BCV004,BCV005,BCV006,BCV007,BCV008,BCV009,BCV010,BCV011,BCV012,BCV013,BCV014,BCV015,BCV016,BCV017,BCV018,BCV019,BCV020,BCV021,BCV022,BCV023,BCV024,BCV025,BCV026,BCV027,BCV028,BCV029,BCV030,BCV031,BCV032,BCV033,BCV034,BCV035,BCV036,BCV037,BCV038,BCV039,BCV040,BCV041,BCV042,BCV043,BCV044,BCV045,BCV046,BCV047,BCV048,BCV049,BCV050,BCV051,BCV052,BCV053,BCV054,BCV055,BCV056,BCV057,BCV058,BCV059,BCV060,BCV061,BCV062,BCV063,BCV064,BCV065,BCV066,BCV067,BCV068,BCV069,BCV070,BCV071,BCV072,BCV073,BCV074,BCV075,BCV076,BCV077,BCV078,BCV079,BCV080,BCV081,BCV082,BCW001
"G0100010","1926","Alabama","010","Autauga","0010","Autauga","41","10",0,0,0,131,0,0,0,0,0,0,0,3450,0,1956,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666,1122,75,137,1631,170,0,0,0,0,0,0,337,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,10897
"G0100030","1926","Alabama","010","Baldwin","0030","Baldwin","41","30",0,0,0,743,0,0,0,0,0,0,0,1968,0,1628,0,0,0,0,86,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,1278,172,149,1604,40,0,0,0,0,0,0,473,0,0,363,0,0,0,1462,0,0,0,0,0,0,0,0,0,0,0,0,10534
"G0100050","1926","Alabama","010","Barbour","0050","Barbour","41","50",0,0,0,152,0,0,0,0,0,0,0,10441,0,2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023,0,0,0,2038,0,0,0,0,0,0,0,517,0,0,149,0,0,0,72,0,0,0,0,0,0,0,0,0,0,23,0,19111
"G0100070","1926","Alabama","010","Bibb","0070","Bibb","41","70",0,0,0,533,0,0,0,0,0,0,0,4349,0,3997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,1037,37,0,1385,0,0,0,0,0,0,0,85,0,0,18,0,0,0,206,0,0,0,0,0,0,0,0,0,0,7,0,12037
"G0100090","1926","Alabama","010","Blount","0090","Blount","41","90",0,0,0,285,0,0,0,0,0,0,0,188,0,4009,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,242,0,8491
"G0100110","1926","Alabama","010","Bullock","0110","Bullock","41","110",0,0,0,69,0,0,0,0,0,0,0,8622,0,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219,1376,95,260,1177,0,0,0,0,0,0,0,295,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14129
"G0100130","1926","Alabama","010","Butler","0130","Butler","41","130",0,0,0,499,0,0,0,0,0,0,0,7551,0,3403,0,0,0,0,536,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,3701,0,0,2617,261,0,0,0,0,0,0,52,0,0,90,0,0,0,25,0,0,0,0,0,0,0,0,0,0,264,0,19161
"G0100150","1926","Alabama","010","Calhoun","0150","Calhoun","41","150",0,0,0,1487,0,0,0,0,0,0,0,4377,0,7975,0,0,0,0,397,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,480,790,429,4977,0,0,0,0,0,0,0,782,0,0,551,0,0,0,170,0,0,0,0,0,0,0,0,0,0,100,0,23133
"G0100170","1926","Alabama","010","Chambers","0170","Chambers","41","170",0,0,0,847,0,0,0,0,0,0,0,7551,0,3908,0,0,0,0,122,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,203,945,1173,3462,0,0,0,0,0,0,0,127,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,264,0,19113
"G0100190","1926","Alabama","010","Cherokee","0190","Cherokee","41","190",0,0,0,275,0,0,0,0,0,0,0,771,0,3322,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,791,2524,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8011
"G0100210","1926","Alabama","010","Chilton","0210","Chilton","41","210",0,0,0,488,0,0,0,0,0,0,0,3241,0,5895,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,0,224,431,562,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,11023
"G0100230","1926","Alabama","010","Choctaw","0230","Choctaw","41","230",0,0,0,48,0,0,0,0,0,0,0,2660,0,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,1562,924,178,1750,136,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9552
"G0100250","1926","Alabama","010","Clarke","0250","Clarke","41","250",0,0,0,456,0,0,0,0,0,0,0,9189,0,4930,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,1064,649,26,2490,701,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,20450
"G0100270","1926","Alabama","010","Clay","0270","Clay","41","270",0,0,0,651,0,0,0,0,0,0,0,1247,0,4628,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,1422,87,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,9657
"G0100290","1926","Alabama","010","Cleburne","0290","Cleburne","41","290",0,0,0,221,0,0,0,0,0,0,0,764,0,3167,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,527,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,5870
"G0100310","1926","Alabama","010","Coffee","0310","Coffee","41","310",0,0,0,272,0,0,0,0,0,0,0,2464,0,5545,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,0,0,0,2042,172,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,11703
"G0100330","1926","Alabama","010","Colbert","0330","Colbert","41","330",0,0,0,1795,0,0,0,0,209,0,0,4176,0,2173,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,45,518,35,2820,0,0,0,0,0,0,0,298,0,0,160,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,14426
"G0100350","1926","Alabama","010","Conecuh","0350","Conecuh","41","350",0,0,0,223,0,0,0,0,0,0,0,6289,0,2907,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2073,0,172,2019,348,0,0,0,0,0,0,46,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,14388
"G0100370","1926","Alabama","010","Coosa","0370","Coosa","41","370",0,0,0,18,0,0,0,0,0,0,0,1852,0,1416,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,97,211,1715,228,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,6027
"G0100390","1926","Alabama","010","Covington","0390","Covington","41","390",0,0,0,772,0,0,0,0,0,0,0,1876,0,7009,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,45,0,702,2146,174,0,0,0,0,0,0,194,0,0,32,0,0,0,5,0,0,0,0,0,0,0,0,0,0,125,0,13988
"G0100410","1926","Alabama","010","Crenshaw","0410","Crenshaw","41","410",0,0,0,368,0,0,0,0,0,0,0,3810,0,2740,0,0,0,0,808,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,515,65,0,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,10298
"G0100430","1926","Alabama","010","Cullman","0430","Cullman","41","430",0,0,0,1601,0,0,0,0,0,0,0,159,0,6958,0,0,0,0,591,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1948,95,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,314,0,13302
"G0100450","1926","Alabama","010","Dale","0450","Dale","41","450",0,0,0,111,0,0,0,0,0,232,0,1996,0,4470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837,670,0,389,3084,26,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,12149
"G0100470","1926","Alabama","010","Dallas","0470","Dallas","41","470",0,0,0,1558,0,0,0,0,2170,0,0,19724,0,2622,0,0,0,0,226,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3214,1471,426,0,2085,219,0,0,0,0,0,0,1316,0,0,537,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,36965
"G0100490","1926","Alabama","010","DeKalb","0490","Dekalb","41","490",0,0,0,2137,0,0,0,0,0,64,0,208,0,6195,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,789,2950,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,12957
"G0100510","1926","Alabama","010","Elmore","0510","Elmore","41","510",0,0,0,473,0,0,0,0,0,0,0,6091,0,3696,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2152,0,578,2395,350,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,16373
"G0100530","1926","Alabama","010","Escambia","0530","Escambia","41","530",0,0,0,670,0,0,0,0,105,0,0,4907,0,2579,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,746,0,238,1585,0,0,0,0,0,0,0,236,0,0,51,0,0,0,55,0,0,0,0,0,0,0,0,0,0,263,0,11986
"G0100550","1926","Alabama","010","Etowah","0550","Etowah","41","550",0,0,0,1235,0,0,0,0,0,0,0,2884,0,6974,0,0,0,0,322,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,95,327,1268,4327,0,0,0,0,0,0,0,379,0,0,208,0,0,0,128,0,0,0,0,0,0,0,0,0,0,15,0,18658
"G0100570","1926","Alabama","010","Fayette","0570","Fayette","41","570",0,0,0,59,0,0,0,0,0,448,0,839,0,2392,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,85,122,2205,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,7826
"G0100590","1926","Alabama","010","Franklin","0590","Franklin","41","590",0,0,0,1865,0,0,0,0,5,352,0,436,0,2202,0,0,0,0,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,393,0,1683,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,8364
"G0100610","1926","Alabama","010","Geneva","0610","Geneva","41","610",0,0,0,373,0,0,0,0,0,328,0,1327,0,4143,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0,0,468,2749,100,0,0,0,0,0,0,156,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10460
"G0100630","1926","Alabama","010","Greene","0630","Greene","41","630",0,0,0,335,0,0,0,0,1535,0,0,1784,0,554,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,623,565,487,0,0,0,0,0,0,0,275,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7178
"G0100650","1926","Alabama","010","Hale","0650","Hale","41","650",0,0,0,0,0,0,0,0,154,0,0,5935,0,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,4388,891,299,1870,0,0,0,0,0,0,0,313,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16023
"G0100670","1926","Alabama","010","Henry","0670","Henry","41","670",0,0,0,455,0,0,0,0,0,51,0,4340,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,0,0,0,1221,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,10144
"G0100690","1926","Alabama","010","Houston","0690","Houston","41","690",0,0,0,357,0,0,0,0,0,1069,0,5367,0,6746,0,0,0,0,128,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,21,0,210,3249,0,0,0,0,0,0,0,412,0,0,61,0,0,0,14,0,0,0,0,0,0,0,0,0,0,48,0,19367
"G0100710","1926","Alabama","010","Jackson","0710","Jackson","41","710",0,0,0,1546,0,0,0,0,0,105,0,734,0,4594,0,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,35,656,2342,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,11263
"G0100730","1926","Alabama","010","Jefferson","0730","Jefferson","41","730",0,0,0,9917,0,0,0,0,1225,101,0,53280,0,35749,0,0,0,0,1379,0,0,0,0,0,0,1998,0,0,0,0,0,0,0,0,0,4111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10375,6683,3195,2648,34896,801,0,0,0,0,0,0,5388,0,0,3674,0,0,0,13973,0,0,0,0,0,0,0,0,0,0,177,0,189570
"G0100750","1926","Alabama","010","Lamar","0750","Lamar","41","750",0,0,0,121,0,0,0,0,0,999,0,558,0,1559,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,7189
"G0100770","1926","Alabama","010","Lauderdale","0770","Lauderdale","41","770",0,0,0,1501,0,0,0,0,113,615,0,1810,0,1930,0,0,0,0,2963,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,28,70,91,4764,0,0,0,0,0,0,0,540,0,0,158,0,0,0,420,0,0,0,0,0,0,0,0,0,0,165,0,16224
"G0100790","1926","Alabama","010","Lawrence","0790","Lawrence","41","790",0,0,0,485,0,0,0,0,369,107,0,2810,0,2744,0,0,0,0,1014,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,1584,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9634
"G0100810","1926","Alabama","010","Lee","0810","Lee","41","810",0,0,0,162,0,0,0,0,0,0,0,6354,0,2801,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,2333,1365,116,3290,352,0,0,0,0,0,0,213,0,0,60,0,0,0,120,0,0,0,0,0,0,0,0,0,0,187,0,18709
"G0100830","1926","Alabama","010","Limestone","0830","Limestone","41","830",0,0,0,1479,0,0,0,0,0,0,0,231,0,1959,0,0,0,0,1739,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,133,257,3137,0,0,0,0,0,0,0,56,0,0,28,0,0,0,12,0,0,0,0,0,0,0,0,0,0,55,0,9470
"G0100850","1926","Alabama","010","Lowndes","0850","Lowndes","41","850",0,0,0,315,0,0,0,0,0,0,0,7146,0,514,0,0,0,0,372,0,0,0,0,0,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3230,686,0,585,59,0,0,0,0,0,0,104,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13901
"G0100870","1926","Alabama","010","Macon","0870","Macon","41","870",0,0,0,6,0,0,0,0,0,0,0,9319,0,780,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,8010,0,0,1262,0,0,0,0,0,0,0,184,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,20049
"G0100890","1926","Alabama","010","Madison","0890","Madison","41","890",0,0,0,2140,0,0,0,0,1367,0,0,1743,0,3390,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,437,776,3678,0,0,0,0,0,0,0,454,0,0,346,0,0,0,250,0,0,0,0,0,0,0,0,0,0,342,0,16812
"G0100910","1926","Alabama","010","Marengo","0910","Marengo","41","910",0,0,0,219,0,0,0,0,60,0,0,12690,0,2750,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,2789,131,0,1242,0,0,0,0,0,0,0,286,0,0,294,0,0,0,110,0,0,0,0,0,0,0,0,0,0,57,0,21267
"G0100930","1926","Alabama","010","Marion","0930","Marion","41","930",0,0,0,546,0,0,0,0,0,1099,0,136,0,1522,0,0,0,0,1457,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,50,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,7233
"G0100950","1926","Alabama","010","Marshall","0950","Marshall","41","950",0,0,0,404,0,0,0,0,0,0,0,324,0,6343,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,60,721,2919,0,0,0,0,0,0,0,56,0,0,35,0,0,0,10,0,0,0,0,0,0,0,0,0,0,326,0,12179
"G0100970","1926","Alabama","010","Mobile","0970","Mobile","41","970",0,0,0,2122,0,0,0,0,0,0,0,10950,0,6580,0,0,0,0,157,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,7626,180,368,7394,0,0,0,0,0,0,0,2123,0,0,4378,0,0,0,15153,0,0,0,0,0,0,0,0,0,0,0,0,59555
"G0100990","1926","Alabama","010","Monroe","0990","Monroe","41","990",0,0,0,508,0,0,0,0,0,0,0,8894,0,3445,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,1525,567,0,1562,39,0,0,0,0,0,0,192,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,17556
"G0101010","1926","Alabama","010","Montgomery","1010","Montgomery","41","1010",0,0,0,418,0,0,0,0,0,0,0,22443,0,6088,0,0,0,0,1577,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453,10420,180,77,6682,658,0,0,0,0,0,0,1881,0,0,1581,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,62,0,58802
"G0101030","1926","Alabama","010","Morgan","1030","Morgan","41","1030",0,0,0,900,0,0,0,0,90,0,0,1195,0,5259,0,0,0,0,1368,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,22,552,692,5599,0,0,0,0,0,0,0,241,0,0,150,0,0,0,165,0,0,0,0,0,0,0,0,0,0,52,0,17155
"G0101050","1926","Alabama","010","Perry","1050","Perry","41","1050",0,0,0,171,0,0,0,0,500,86,0,9003,0,1994,0,0,0,0,134,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1821,0,570,1512,0,0,0,0,0,0,0,310,0,0,130,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,16845
"G0101070","1926","Alabama","010","Pickens","1070","Pickens","41","1070",0,0,0,413,0,0,0,0,174,794,0,4113,0,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1227,0,3050,0,0,0,0,0,0,0,307,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,12790
"G0101090","1926","Alabama","010","Pike","1090","Pike","41","1090",0,0,0,171,0,0,0,0,0,0,0,9003,0,3767,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,458,501,20,2161,476,0,0,0,0,0,0,135,0,0,36,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18392
"G0101110","1926","Alabama","010","Randolph","1110","Randolph","41","1110",0,0,0,1556,0,0,0,0,0,0,0,2442,0,4089,0,0,0,0,429,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,0,16,1676,2032,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,13258
"G0101130","1926","Alabama","010","Russell","1130","Russell","41","1130",0,0,0,0,0,0,0,0,0,0,0,6523,0,1023,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298,2506,80,0,1101,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13684
"G0101150","1926","Alabama","010","St Clair","1150","St Clair","41","1150",0,0,0,441,0,0,0,0,0,59,0,2692,0,4704,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,238,488,1994,50,0,0,0,0,0,0,79,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10880
"G0101170","1926","Alabama","010","Shelby","1170","Shelby","41","1170",0,0,0,337,0,0,0,0,0,343,0,2602,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,210,25,51,2588,349,0,0,0,0,0,0,43,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,11098
"G0101190","1926","Alabama","010","Sumter","1190","Sumter","41","1190",0,0,0,0,0,0,0,0,154,0,0,10780,0,1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1383,494,142,1820,73,0,0,0,0,0,0,596,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16791
"G0101210","1926","Alabama","010","Talladega","1210","Talladega","41","1210",0,0,0,463,0,0,0,0,0,0,0,8724,0,5134,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,556,985,401,4218,164,0,0,0,0,0,0,428,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,21493
"G0101230","1926","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",0,0,0,604,0,0,0,0,0,0,0,3084,0,3600,0,0,0,0,200,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,689,130,347,3058,259,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,12460
"G0101250","1926","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",0,0,0,588,0,0,0,0,44,724,0,7647,0,9406,0,0,0,0,48,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,2001,801,185,5036,173,0,0,0,0,0,0,916,0,0,413,0,0,0,240,0,0,0,0,0,0,0,0,0,0,75,0,29560
"G0101270","1926","Alabama","010","Walker","1270","Walker","41","1270",0,0,0,1143,0,0,0,0,0,487,0,3345,0,5453,0,0,0,0,2206,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,220,451,686,3648,21,0,0,0,0,0,0,165,0,0,27,0,0,0,23,0,0,0,0,0,0,0,0,0,0,69,0,18312
"G0101290","1926","Alabama","010","Washington","1290","Washington","41","1290",0,0,0,120,0,0,0,0,0,0,0,2163,0,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1109,0,0,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,8989
"G0101310","1926","Alabama","010","Wilcox","1310","Wilcox","41","1310",0,0,0,2025,0,0,0,0,500,0,0,8919,0,1552,0,0,0,0,129,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2743,754,312,358,1731,249,0,0,0,0,0,0,251,0,0,18,0,0,0,68,0,0,0,0,0,0,0,0,0,0,78,0,19692
