GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BCV001,BCV002,BCV003,BCV004,BCV005,BCV006,BCV007,BCV008,BCV009,BCV010,BCV011,BCV012,BCV013,BCV014,BCV015,BCV016,BCV017,BCV018,BCV019,BCV020,BCV021,BCV022,BCV023,BCV024,BCV025,BCV026,BCV027,BCV028,BCV029,BCV030,BCV031,BCV032,BCV033,BCV034,BCV035,BCV036,BCV037,BCV038,BCV039,BCV040,BCV041,BCV042,BCV043,BCV044,BCV045,BCV046,BCV047,BCV048,BCV049,BCV050,BCV051,BCV052,BCV053,BCV054,BCV055,BCV056,BCV057,BCV058,BCV059,BCV060,BCV061,BCV062,BCV063,BCV064,BCV065,BCV066,BCV067,BCV068,BCV069,BCV070,BCV071,BCV072,BCV073,BCV074,BCV075,BCV076,BCV077,BCV078,BCV079,BCV080,BCV081,BCV082,BCW001
"G2600790","1926","Michigan","260","Kalkaska","0790","Kalkaska","23","790",0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,515
"G2600810","1926","Michigan","260","Kent","0810","Kent","23","810",0,0,0,7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,1016,0,0,0,351,398,0,0,0,0,1780,0,0,834,0,0,0,0,0,0,0,1644,0,0,0,0,0,0,7637,0,0,0,0,0,0,0,0,0,1680,0,3733,19679,7202,0,28347,0,0,0,0,0,0,0,0,0,2450,0,0,88820
"G2600830","1926","Michigan","260","Keweenaw","0830","Keweenaw","23","830",0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,0,0,0,0,0,0,0,0,0,0,0,0,2075
"G2600850","1926","Michigan","260","Lake","0850","Lake","23","850",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,30,0,0,375
"G2600870","1926","Michigan","260","Lapeer","0870","Lapeer","23","870",0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,59,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,1109,0,0,0,0,0,0,0,0,0,247,0,132,0,0,0,1828,0,0,0,0,0,0,0,0,0,357,0,0,5826
"G2600890","1926","Michigan","260","Leelanau","0890","Leelanau","23","890",0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,4223
"G2600910","1926","Michigan","260","Lenawee","0910","Lenawee","23","910",0,0,0,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,175,0,0,0,259,27,0,0,0,0,0,0,0,0,0,0,179,612,0,0,0,838,0,0,0,0,0,0,2806,0,0,0,0,0,0,0,0,0,1388,0,695,0,0,0,3577,0,0,0,0,0,0,0,0,0,1575,0,0,15893
"G2600930","1926","Michigan","260","Livingston","0930","Livingston","23","930",0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,1465,0,0,0,0,0,0,0,0,0,630,0,164,0,0,0,1787,0,0,0,0,0,0,0,0,0,468,0,0,5837
"G2600950","1926","Michigan","260","Luce","0950","Luce","23","950",0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,128,0,48,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,1305
"G2600970","1926","Michigan","260","Mackinac","0970","Mackinac","23","970",0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,424,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,93,0,116,0,0,0,1621,0,0,0,0,0,0,0,0,0,0,0,0,2801
"G2600990","1926","Michigan","260","Macomb","0990","Macomb","23","990",0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,0,0,0,154,1552,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,5246,0,0,0,0,0,0,1849,0,0,0,0,0,0,0,0,0,476,0,910,0,0,0,14790,0,0,0,0,0,0,0,0,0,365,0,0,28801
"G2601010","1926","Michigan","260","Manistee","1010","Manistee","23","1010",0,0,0,1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,8,0,0,0,27,0,0,0,0,0,0,0,0,576,0,0,189,338,0,0,0,1284,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,4882,0,0,0,0,0,0,0,0,0,230,0,0,9960
"G2601030","1926","Michigan","260","Marquette","1030","Marquette","23","1030",0,0,0,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472,0,0,0,434,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,620,0,1920,0,0,0,11069,0,0,0,0,0,0,0,0,0,292,0,0,22711
"G2601050","1926","Michigan","260","Mason","1050","Mason","23","1050",0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,161,0,0,0,0,0,0,0,0,699,0,0,0,150,0,0,0,844,0,0,0,0,0,0,1161,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,2996,0,0,0,0,0,0,0,0,0,77,0,0,7560
"G2601070","1926","Michigan","260","Mecosta","1070","Mecosta","23","1070",0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,42,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,168,0,0,0,517,0,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,225,0,120,0,0,0,1238,0,0,0,0,0,0,0,0,0,140,0,0,4249
"G2601090","1926","Michigan","260","Menominee","1090","Menominee","23","1090",0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,382,0,0,0,997,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,416,0,268,0,0,0,9445,0,0,0,0,0,0,0,0,0,92,0,0,12991
"G2601110","1926","Michigan","260","Midland","1110","Midland","23","1110",0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,405,0,0,0,0,0,0,739,0,0,0,0,0,0,0,0,0,371,0,260,0,0,0,1877,0,0,0,0,0,0,0,0,0,262,0,0,4751
"G2601130","1926","Michigan","260","Missaukee","1130","Missaukee","23","1130",0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,159,0,0,2008,131,0,116,0,0,0,0,0,0,0,0,0,0,0,0,3009
"G2601150","1926","Michigan","260","Monroe","1150","Monroe","23","1150",0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,49,0,0,0,599,0,0,0,0,0,0,0,0,0,0,0,1159,1282,0,0,0,1982,0,0,0,0,0,0,1637,0,0,0,0,0,0,0,0,0,717,0,145,0,0,0,11760,0,0,0,0,0,0,0,0,0,256,0,0,20630
"G2601170","1926","Michigan","260","Montcalm","1170","Montcalm","23","1170",0,0,0,1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,352,0,0,0,124,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,1156,0,0,0,0,0,0,0,0,0,219,0,0,6700
"G2601190","1926","Michigan","260","Montmorency","1190","Montmorency","23","1190",0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,919
"G2601210","1926","Michigan","260","Muskegon","1210","Muskegon","23","1210",0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172,199,0,0,0,0,143,0,0,0,0,275,0,0,795,0,0,0,105,0,0,0,673,0,0,0,0,0,0,2270,0,0,0,0,0,0,0,0,0,60,0,950,3135,1501,0,7044,0,0,0,0,0,0,0,0,0,977,0,0,21699
"G2601230","1926","Michigan","260","Newaygo","1230","Newaygo","23","1230",0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,97,1204,230,0,344,0,0,0,0,0,0,0,0,0,124,0,0,3799
"G2601250","1926","Michigan","260","Oakland","1250","Oakland","23","1250",0,0,0,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,346,465,0,0,0,0,375,0,0,0,0,0,455,0,0,0,0,1388,0,0,0,0,0,0,8073,0,0,0,0,0,0,0,0,0,3010,0,1980,0,0,0,11697,0,0,0,0,0,0,0,0,0,4028,0,0,37213
"G2601270","1926","Michigan","260","Oceana","1270","Oceana","23","1270",0,0,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,139,0,25,279,155,0,1114,0,0,0,0,0,0,0,0,0,108,0,0,4275
"G2601290","1926","Michigan","260","Ogemaw","1290","Ogemaw","23","1290",0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,1480,0,0,0,0,0,0,0,0,0,50,0,0,2331
"G2601310","1926","Michigan","260","Ontonagon","1310","Ontonagon","23","1310",0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,61,0,0,0,158,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,73,0,187,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,4399
"G2601330","1926","Michigan","260","Osceola","1330","Osceola","23","1330",0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,362,0,0,0,0,0,0,0,0,406,0,0,397,0,0,0,0,409,0,0,0,0,0,0,985,0,0,0,0,0,0,0,0,0,119,0,0,284,0,0,360,0,0,0,0,0,0,0,0,0,230,0,0,4171
"G2601350","1926","Michigan","260","Oscoda","1350","Oscoda","23","1350",0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,445
"G2601370","1926","Michigan","260","Otsego","1370","Otsego","23","1370",0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,126,0,0,1897
"G2601390","1926","Michigan","260","Ottawa","1390","Ottawa","23","1390",0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,168,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,1052,0,0,0,0,0,0,0,0,0,423,0,413,15235,7830,0,2813,0,0,0,0,0,0,0,0,0,53,0,0,30235
"G2601410","1926","Michigan","260","Presque Isle","1410","Presque Isle","23","1410",0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,183,0,192,0,0,0,4278,0,0,0,0,0,0,0,0,0,11,0,0,7141
"G2601430","1926","Michigan","260","Roscommon","1430","Roscommon","23","1430",0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,290
"G2601450","1926","Michigan","260","Saginaw","1450","Saginaw","23","1450",0,0,0,2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,185,0,0,0,437,401,0,0,0,0,410,0,0,0,0,0,3658,3332,0,0,0,7234,0,0,0,0,0,0,3103,0,0,0,0,0,0,0,0,0,2051,0,1904,0,0,0,19509,0,0,0,0,0,0,0,0,0,900,0,0,46094
"G2601470","1926","Michigan","260","St Clair","1470","St Clair","23","1470",0,0,0,4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,189,0,0,0,164,853,0,0,0,0,180,0,0,0,0,0,227,80,0,0,0,1192,0,0,0,0,0,0,3408,0,0,0,0,0,0,0,0,0,809,0,2238,0,0,0,14283,0,0,0,0,0,0,0,0,0,994,0,0,30312
"G2601490","1926","Michigan","260","St Joseph","1490","St Joseph","23","1490",0,0,0,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,876,0,0,0,0,0,0,2138,0,0,0,0,0,0,0,0,0,648,0,274,0,0,0,1223,0,0,0,0,0,0,0,0,0,435,0,0,7706
"G2601510","1926","Michigan","260","Sanilac","1510","Sanilac","23","1510",0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,67,0,0,0,213,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,2031,0,0,0,0,0,0,0,0,0,815,0,314,0,0,0,2308,0,0,0,0,0,0,0,0,0,281,0,0,8706
"G2601530","1926","Michigan","260","Schoolcraft","1530","Schoolcraft","23","1530",0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,70,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,180,0,85,0,0,0,1431,0,0,0,0,0,0,0,0,0,428,0,0,2968
"G2601550","1926","Michigan","260","Shiawassee","1550","Shiawassee","23","1550",0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,657,0,0,0,152,118,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,3304,0,0,0,0,0,0,0,0,0,15,0,445,0,0,0,3674,0,0,0,0,0,0,0,0,0,890,0,0,11968
"G2601570","1926","Michigan","260","Tuscola","1570","Tuscola","23","1570",0,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,2197,0,0,0,0,0,0,2041,0,0,0,0,0,0,0,0,0,926,0,136,0,0,0,1901,0,0,0,0,0,0,0,0,0,764,0,0,10063
"G2601590","1926","Michigan","260","Van Buren","1590","Van Buren","23","1590",0,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,670,0,0,0,0,0,0,0,0,0,337,0,0,80,0,0,0,334,0,0,0,0,0,0,0,0,0,0,1823,0,0,0,0,0,0,0,0,0,336,0,144,0,171,0,1715,0,0,0,0,0,0,0,0,0,730,0,0,8085
"G2601610","1926","Michigan","260","Washtenaw","1610","Washtenaw","23","1610",0,0,0,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,160,0,0,0,288,3224,0,0,0,0,150,0,0,0,0,0,2865,1061,0,0,0,644,0,0,0,0,0,0,4416,0,0,0,0,0,0,0,0,0,1072,0,2056,0,0,0,4840,0,0,0,0,0,0,0,0,0,903,0,0,25118
"G2601630","1926","Michigan","260","Wayne","1630","Wayne","23","1630",0,0,0,87255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7970,2510,0,0,0,2283,8486,0,0,0,0,75095,0,0,1007,0,0,12002,1760,0,0,0,34220,0,0,0,0,0,0,35066,0,0,0,0,0,0,0,0,0,25986,0,23799,423,365,0,488397,0,0,0,0,0,0,0,0,0,16484,0,0,823108
"G2601650","1926","Michigan","260","Wexford","1650","Wexford","23","1650",0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,213,0,0,0,18,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,123,0,0,0,0,0,0,841,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,400,0,0,4553
"G2700010","1926","Minnesota","270","Aitkin","0010","Aitkin","33","10",0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,77,240,0,522,0,0,0,0,0,0,580,0,0,0,0,0,0,0,0,0,33,0,116,0,0,0,1579,0,52,0,0,0,0,0,0,0,16,0,0,4154
"G2700030","1926","Minnesota","270","Anoka","0030","Anoka","33","30",0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,117,0,0,406,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,3411,0,88,0,0,0,0,0,0,0,521,0,0,6570
"G2700050","1926","Minnesota","270","Becker","0050","Becker","33","50",0,0,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,254,2205,0,1670,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,3451,0,30,0,0,0,0,0,0,0,303,0,0,10499
"G2700070","1926","Minnesota","270","Beltrami","0070","Beltrami","33","70",0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,350,0,0,0,0,314,2089,53,406,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,537,0,388,0,0,0,3125,0,0,0,0,0,0,0,0,0,155,0,0,8152
"G2700090","1926","Minnesota","270","Benton","0090","Benton","33","90",0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,59,124,0,0,0,0,0,0,0,527,0,0,0,0,0,256,0,1276,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,115,0,25,0,0,0,5138,0,44,0,0,0,0,0,0,0,0,0,0,7965
"G2700110","1926","Minnesota","270","Big Stone","0110","Big Stone","33","110",0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,155,0,0,0,0,0,0,0,0,539,0,0,0,110,237,478,0,569,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1465,0,15,0,0,0,0,0,0,0,169,0,0,4468
"G2700130","1926","Minnesota","270","Blue Earth","0130","Blue Earth","33","130",0,0,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,228,0,0,0,0,0,0,0,0,650,0,0,795,2007,84,1457,0,2165,0,0,0,0,0,0,1258,0,0,0,0,0,0,0,0,0,1590,0,398,0,0,0,6065,0,0,0,0,0,0,0,0,0,748,0,0,18934
"G2700150","1926","Minnesota","270","Brown","0150","Brown","33","150",0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,223,248,0,0,0,0,0,0,0,378,0,0,1040,3248,64,1680,0,305,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,9717,0,0,0,0,0,0,0,0,0,3,0,0,18581
"G2700170","1926","Minnesota","270","Carlton","0170","Carlton","33","170",0,0,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,811,0,0,0,0,142,469,0,259,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,0,442,0,210,0,0,0,3363,0,27,0,0,0,0,0,0,0,85,0,0,8118
"G2700190","1926","Minnesota","270","Carver","0190","Carver","33","190",0,0,0,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,111,323,0,0,0,0,0,0,0,1436,0,0,0,0,0,0,0,6807,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,4516,0,43,0,0,0,0,0,0,0,47,0,0,14482
"G2700210","1926","Minnesota","270","Cass","0210","Cass","33","210",0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,11,0,0,0,0,0,0,0,0,80,0,0,0,0,20,364,0,522,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,12,0,219,0,0,0,1219,0,48,0,0,0,0,0,0,0,26,0,0,3145
"G2700230","1926","Minnesota","270","Chippewa","0230","Chippewa","33","230",0,0,0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,417,3531,663,786,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,90,0,26,0,0,0,899,0,35,0,0,0,0,0,0,0,293,0,0,8219
"G2700250","1926","Minnesota","270","Chisago","0250","Chisago","33","250",0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,5697,0,0,0,0,0,0,0,340,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,105,0,26,0,0,0,573,0,150,0,0,0,0,0,0,0,147,0,0,8336
"G2700270","1926","Minnesota","270","Clay","0270","Clay","33","270",0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,55,0,0,0,0,0,0,0,667,0,0,0,0,493,5094,0,659,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,234,0,162,0,0,0,2096,0,79,0,0,0,0,0,0,0,0,0,0,10554
"G2700290","1926","Minnesota","270","Clearwater","0290","Clearwater","33","290",0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,218,1546,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,280,0,27,0,0,0,0,0,0,0,26,0,0,2868
"G2700310","1926","Minnesota","270","Cook","0310","Cook","33","310",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,16,0,0,698
"G2700330","1926","Minnesota","270","Cottonwood","0330","Cottonwood","33","330",0,0,0,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,0,41,2302,0,381,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,180,0,65,0,0,0,419,0,38,0,0,0,0,0,0,0,517,0,0,6694
"G2700350","1926","Minnesota","270","Crow Wing","0350","Crow Wing","33","350",0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,115,56,0,0,0,0,0,0,0,395,0,0,150,0,417,409,0,648,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,394,0,286,0,0,0,3576,0,155,0,0,0,0,0,0,0,395,0,0,8339
"G2700370","1926","Minnesota","270","Dakota","0370","Dakota","33","370",0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,307,0,0,0,0,0,0,0,0,263,0,0,91,628,279,410,647,1466,0,0,0,0,0,0,872,0,0,0,0,0,0,0,0,0,657,0,411,0,0,0,9195,0,15,0,0,0,0,0,0,0,161,0,0,16009
"G2700390","1926","Minnesota","270","Dodge","0390","Dodge","33","390",0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902,0,222,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,341,0,79,0,0,0,487,0,0,0,0,0,0,0,0,0,208,0,0,4756
"G2700410","1926","Minnesota","270","Douglas","0410","Douglas","33","410",0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,1845,0,0,76,0,271,1591,0,1676,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,111,0,68,0,0,0,2184,0,133,0,0,0,0,0,0,0,294,0,0,9537
"G2700430","1926","Minnesota","270","Faribault","0430","Faribault","33","430",0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,463,0,0,0,0,0,0,0,0,0,0,409,0,0,3239,284,1310,0,0,0,0,0,0,1487,0,0,0,0,0,0,0,0,0,535,0,108,0,0,0,3313,0,0,0,0,0,0,0,0,0,532,0,0,13172
