GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7G001,A7G002,A7G003,A7G004,A7G005,A7G006,A7G007,A7G008,A7G009,A7G010,A7G011,A7G012,A7G013,A7G014,A7G015,A7G016,A7G017,A7G018,A7G019,A7G020,A7G021,A7G022,A7G023,A7G024,A7G025,A7G026,A7G027,A7G028,A7G029,A7G030,A7G031,A7G032,A7G033,A7G034,A7G035,A7G036,A7G037,A7G038,A7G039,A7G040,A7G041,A7G042,A7G043,A7G044,A7G045,A7G046,A7G047,A7G048,A7G049,A7G050,A7G051,A7G052,A7G053,A7G054,A7G055,A7G056,A7G057,A7G058,A7G059,A7G060,A7G061,A7G062,A7G063,A7G064,A7G065,A7G066,A7G067,A7G068,A7G069,A7G070,A7G071,A7G072,A7G073,A7G074,A7G075,A7G076,A7G077,A7G078,A7G079,A7G080,A7G081,A7G082,A7G083,A7G084,A7G085,A7G086,A7G087,A7G088,A7G089,A7G090,A7G091,A7G092,A7G093,A7G094,A7G095,A7G096,A7G097,A7G098,A7G099,A7G100,A7G101,A7G102,A7G103,A7G104,A7G105,A7G106,A7G107,A7G108,A7G109,A7H001
"G3701430","1916","North Carolina","370","Perquimans","1430","Perquimans","47","1430",0,0,0,0,0,0,0,0,0,1835,0,0,0,0,1170,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,5896
"G3701450","1916","North Carolina","370","Person","1450","Person","47","1450",0,0,0,0,0,0,0,0,0,3626,0,317,0,0,2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8364
"G3701470","1916","North Carolina","370","Pitt","1470","Pitt","47","1470",0,0,0,0,1221,0,0,0,0,2975,0,197,0,0,708,0,0,0,0,0,0,0,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,0,125,0,0,0,1918,0,0,0,0,0,0,0,158,0,0,0,0,0,0,297,0,0,452,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,2658,0,0,13114
"G3701490","1916","North Carolina","370","Polk","1490","Polk","47","1490",0,0,0,0,0,0,0,0,0,256,0,0,0,0,1804,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,255,0,0,0,399,0,0,0,0,0,0,0,155,0,0,0,0,0,0,102,0,0,309,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3345
"G3701510","1916","North Carolina","370","Randolph","1510","Randolph","47","1510",0,0,0,0,0,0,0,0,0,886,0,58,0,0,1757,0,0,0,0,0,1284,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,107,5,0,0,0,0,0,732,3732,0,0,2347,0,0,0,0,440,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,12570
"G3701530","1916","North Carolina","370","Richmond","1530","Richmond","47","1530",0,0,0,0,0,0,0,0,0,2272,0,0,0,0,1400,0,0,0,0,0,88,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,0,0,46,0,0,426,3531,0,0,96,0,0,0,0,98,0,0,0,0,0,0,625,138,0,90,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,63,0,0,12329
"G3701550","1916","North Carolina","370","Robeson","1550","Robeson","47","1550",0,0,0,0,149,0,0,0,0,6003,0,0,0,0,7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1852,0,0,0,0,0,2067,2531,0,0,0,0,0,0,0,603,0,0,0,0,0,0,2748,631,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,24737
"G3701570","1916","North Carolina","370","Rockingham","1570","Rockingham","47","1570",0,0,0,0,0,0,0,0,0,2444,0,396,0,0,2210,0,0,0,0,0,662,0,0,0,36,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,996,2985,0,0,494,0,0,0,0,333,0,0,0,0,0,0,696,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12259
"G3701590","1916","North Carolina","370","Rowan","1590","Rowan","47","1590",0,0,0,0,0,0,0,0,0,3628,0,37,0,0,2039,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,5749,0,0,0,0,0,2141,0,0,0,0,0,557,4183,0,0,0,0,0,0,0,149,0,0,0,0,0,0,1808,595,0,546,0,0,993,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22783
"G3701610","1916","North Carolina","370","Rutherford","1610","Rutherford","47","1610",0,0,0,0,0,0,0,0,0,1989,0,11,0,0,7714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,310,0,0,0,2714,0,0,112,0,0,0,0,117,0,0,0,0,0,0,480,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14661
"G3701630","1916","North Carolina","370","Sampson","1630","Sampson","47","1630",0,0,0,0,126,0,0,0,0,2851,0,98,0,0,4831,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,812,0,0,0,0,0,0,1339,0,0,0,0,0,0,0,410,0,0,0,0,0,0,382,0,0,51,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,1519,109,0,13397
"G3701650","1916","North Carolina","370","Scotland","1650","Scotland","47","1650",0,0,0,0,0,0,0,0,0,2668,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,1064,0,0,0,0,0,762,1523,0,0,0,0,0,0,0,42,0,0,0,0,0,0,914,262,0,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,47,0,0,8251
"G3701670","1916","North Carolina","370","Stanly","1670","Stanly","47","1670",0,0,0,0,0,0,0,0,0,799,0,158,0,0,3683,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,529,0,0,0,0,0,843,0,0,0,0,0,234,3058,0,0,415,0,0,0,0,46,0,0,0,0,0,0,350,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10429
"G3701690","1916","North Carolina","370","Stokes","1690","Stokes","47","1690",0,0,0,0,0,0,0,0,0,911,0,519,0,0,1525,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,182,973,0,0,120,0,0,0,0,192,0,0,0,0,0,0,265,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5547
"G3701710","1916","North Carolina","370","Surry","1710","Surry","47","1710",0,0,0,0,0,0,0,0,0,691,0,784,231,0,4609,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,20,0,0,78,0,0,372,2465,0,0,308,0,0,0,0,90,0,0,0,0,0,0,374,75,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,0,12106
"G3701730","1916","North Carolina","370","Swain","1730","Swain","47","1730",0,0,0,0,0,0,0,0,0,84,0,0,0,0,2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,401,0,0,0,0,0,0,0,63,0,0,0,0,0,0,51,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3523
"G3701750","1916","North Carolina","370","Transylvania","1750","Transylvania","47","1750",0,0,0,0,0,0,0,0,0,474,0,0,0,0,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,558,0,0,0,0,0,0,0,7,0,0,0,0,0,0,182,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726
"G3701770","1916","North Carolina","370","Tyrrell","1770","Tyrrell","47","1770",0,0,0,0,0,0,0,0,0,825,0,30,0,0,569,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,565,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,3360
"G3701790","1916","North Carolina","370","Union","1790","Union","47","1790",0,0,0,0,0,0,0,0,0,2265,0,151,0,0,5710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,1909,0,0,204,0,0,0,3893,0,0,265,0,0,0,0,105,0,0,0,0,0,0,1307,135,0,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16098
"G3701810","1916","North Carolina","370","Vance","1810","Vance","47","1810",0,0,0,0,0,0,0,0,0,3643,0,0,0,0,2141,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,8,1747,0,0,1034,0,0,0,0,285,0,0,0,0,0,0,425,0,0,345,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10898
"G3701830","1916","North Carolina","370","Wake","1830","Wake","47","1830",0,0,0,0,120,0,0,0,0,8031,0,157,0,0,11892,0,0,0,0,0,3737,0,0,0,310,84,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1877,567,0,0,203,0,0,170,3871,0,0,0,0,0,0,0,191,0,0,0,0,0,0,888,145,0,1419,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,231,0,0,34429
"G3701850","1916","North Carolina","370","Warren","1850","Warren","47","1850",0,0,0,0,0,0,0,0,0,5062,0,0,0,0,1552,0,0,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,1795,0,0,186,0,0,0,0,124,0,0,0,0,0,0,137,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10328
"G3701870","1916","North Carolina","370","Washington","1870","Washington","47","1870",0,0,0,0,0,0,0,0,0,1816,0,69,0,0,436,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,0,0,24,0,0,0,616,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,6046
"G3701890","1916","North Carolina","370","Watauga","1890","Watauga","47","1890",0,0,0,0,0,0,0,0,0,28,0,75,52,0,4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,837,803,0,0,0,0,0,0,0,100,0,0,0,0,0,0,26,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6619
"G3701910","1916","North Carolina","370","Wayne","1910","Wayne","47","1910",0,0,0,0,1595,0,0,0,0,2893,0,361,0,0,1546,0,0,0,0,0,0,0,0,0,117,408,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,962,0,0,0,0,0,60,3667,0,0,0,0,0,0,0,719,0,0,0,0,0,0,467,161,0,130,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,1669,747,0,16405
"G3701930","1916","North Carolina","370","Wilkes","1930","Wilkes","47","1930",0,0,0,0,0,0,0,0,0,897,0,257,1187,0,7961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,887,868,0,0,0,0,0,0,0,48,0,0,0,0,0,0,161,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12731
"G3701950","1916","North Carolina","370","Wilson","1950","Wilson","47","1950",0,0,0,0,119,0,0,0,0,1453,0,644,0,0,1113,0,0,0,0,0,256,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,588,0,0,0,0,0,0,1209,0,0,0,0,0,0,0,85,0,0,0,0,0,0,192,196,0,162,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,7585
"G3701970","1916","North Carolina","370","Yadkin","1970","Yadkin","47","1970",0,0,0,0,0,0,0,0,0,167,0,46,0,0,3011,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,753,850,0,0,220,0,0,0,0,53,0,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0,6769
"G3701990","1916","North Carolina","370","Yancey","1990","Yancey","47","1990",0,0,0,0,0,0,0,0,0,159,0,0,0,0,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,815,0,0,0,0,0,0,0,25,0,0,0,0,0,0,135,208,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4566
"G3800010","1916","North Dakota","380","Adams","0010","Adams","36","10",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,91,539,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585
"G3800030","1916","North Dakota","380","Barnes","0030","Barnes","36","30",0,19,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,229,0,0,422,0,536,968,155,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,83,0,71,0,0,78,0,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6757
"G3800050","1916","North Dakota","380","Benson","0050","Benson","36","50",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,85,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,132,0,0,0,0,485,1290,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,174,0,54,0,0,0,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001
"G3800070","1916","North Dakota","380","Billings","0070","Billings","36","70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724
"G3800090","1916","North Dakota","380","Bottineau","0090","Bottineau","36","90",0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,87,0,0,0,0,293,327,1031,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,403,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4891
"G3800110","1916","North Dakota","380","Bowman","0110","Bowman","36","110",0,13,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,185,0,263,48,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1346
"G3800130","1916","North Dakota","380","Burke","0130","Burke","36","130",0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,51,0,0,0,0,106,527,216,168,0,152,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,222,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2533
"G3800150","1916","North Dakota","380","Burleigh","0150","Burleigh","36","150",0,36,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,21,354,135,35,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,438,0,127,0,0,0,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3742
"G3800170","1916","North Dakota","380","Cass","0170","Cass","36","170",0,55,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,920,0,0,0,0,165,858,792,160,743,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,918,568,0,0,0,0,0,0,0,1053,0,391,0,0,0,0,4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14429
"G3800190","1916","North Dakota","380","Cavalier","0190","Cavalier","36","190",0,25,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,64,0,0,0,192,625,155,0,0,0,50,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,544,0,97,0,0,0,0,3362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5988
"G3800210","1916","North Dakota","380","Dickey","0210","Dickey","36","210",0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,90,0,0,0,0,60,0,145,271,118,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,285,0,25,0,0,52,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251
"G3800230","1916","North Dakota","380","Divide","0230","Divide","36","230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,67,0,0,0,0,37,598,397,83,0,127,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2139
"G3800250","1916","North Dakota","380","Dunn","0250","Dunn","36","250",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,33,370,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3458
"G3800270","1916","North Dakota","380","Eddy","0270","Eddy","36","270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,40,162,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519
"G3800290","1916","North Dakota","380","Emmons","0290","Emmons","36","290",0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,88,0,0,0,0,0,0,0,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,51,0,22,0,0,36,0,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4997
"G3800310","1916","North Dakota","380","Foster","0310","Foster","36","310",0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,47,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,30,0,0,100,118,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1378
"G3800330","1916","North Dakota","380","Golden Valley","0330","Golden Valley","36","330",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1787
"G3800350","1916","North Dakota","380","Grand Forks","0350","Grand Forks","36","350",0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,178,0,0,0,44,0,0,0,0,0,0,0,0,0,0,153,162,0,0,0,0,190,228,3074,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,1071,0,254,0,0,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10875
"G3800370","1916","North Dakota","380","Grant","0370","Grant","36","370",0,20,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,815,0,0,0,50,137,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,75,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2637
"G3800390","1916","North Dakota","380","Griggs","0390","Griggs","36","390",0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,51,0,29,70,797,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,50,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1756
"G3800410","1916","North Dakota","380","Hettinger","0410","Hettinger","36","410",0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,21,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,106,0,171,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2949
"G3800430","1916","North Dakota","380","Kidder","0430","Kidder","36","430",0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,90,147,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,24,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1343
"G3800450","1916","North Dakota","380","LaMoure","0450","La Moure","36","450",0,61,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,88,60,319,560,364,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,30,0,0,43,0,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4352
