GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,A7G001,A7G002,A7G003,A7G004,A7G005,A7G006,A7G007,A7G008,A7G009,A7G010,A7G011,A7G012,A7G013,A7G014,A7G015,A7G016,A7G017,A7G018,A7G019,A7G020,A7G021,A7G022,A7G023,A7G024,A7G025,A7G026,A7G027,A7G028,A7G029,A7G030,A7G031,A7G032,A7G033,A7G034,A7G035,A7G036,A7G037,A7G038,A7G039,A7G040,A7G041,A7G042,A7G043,A7G044,A7G045,A7G046,A7G047,A7G048,A7G049,A7G050,A7G051,A7G052,A7G053,A7G054,A7G055,A7G056,A7G057,A7G058,A7G059,A7G060,A7G061,A7G062,A7G063,A7G064,A7G065,A7G066,A7G067,A7G068,A7G069,A7G070,A7G071,A7G072,A7G073,A7G074,A7G075,A7G076,A7G077,A7G078,A7G079,A7G080,A7G081,A7G082,A7G083,A7G084,A7G085,A7G086,A7G087,A7G088,A7G089,A7G090,A7G091,A7G092,A7G093,A7G094,A7G095,A7G096,A7G097,A7G098,A7G099,A7G100,A7G101,A7G102,A7G103,A7G104,A7G105,A7G106,A7G107,A7G108,A7G109,A7H001
"G0100010","1916","Alabama","010","Autauga","0010","Autauga","41","10",0,0,0,0,0,89,0,0,0,4869,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,729,0,0,142,0,0,128,1277,0,0,34,0,0,0,0,0,0,0,0,0,0,0,372,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11262
"G0100030","1916","Alabama","010","Baldwin","0030","Baldwin","41","30",0,0,0,0,0,0,0,0,0,1526,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1979,0,0,118,0,0,169,1196,0,0,0,0,0,0,0,332,0,0,0,0,0,0,263,0,0,270,0,0,0,0,931,0,0,0,0,0,0,0,0,0,155,0,0,0,0,9127
"G0100050","1916","Alabama","010","Barbour","0050","Barbour","41","50",0,0,0,0,0,0,0,0,0,5841,0,91,0,0,2386,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563,0,0,0,0,0,112,0,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,0,0,92,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,145,0,0,13778
"G0100070","1916","Alabama","010","Bibb","0070","Bibb","41","70",0,0,0,0,0,0,0,0,0,3799,0,0,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631,423,0,0,41,0,0,0,1632,0,0,0,0,0,0,0,266,0,0,0,0,0,0,135,253,0,8,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11323
"G0100090","1916","Alabama","010","Blount","0090","Blount","41","90",0,0,0,0,0,0,0,0,0,427,0,157,0,0,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,132,1534,2113,0,0,0,0,0,0,0,154,0,0,0,0,109,0,0,70,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,63,0,0,0,0,8148
"G0100110","1916","Alabama","010","Bullock","0110","Bullock","41","110",0,0,0,0,0,0,0,0,0,9365,0,0,0,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1791,0,0,700,0,0,250,1007,0,0,41,0,0,0,0,5,0,0,0,0,0,0,333,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15865
"G0100130","1916","Alabama","010","Butler","0130","Butler","41","130",0,0,0,0,0,0,0,0,0,6151,0,130,0,0,3233,0,0,0,0,0,0,0,0,0,15,78,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,2917,0,0,0,0,0,0,1862,0,0,419,0,0,0,0,200,0,0,0,0,0,0,39,0,0,40,0,0,0,0,41,0,0,0,0,0,0,0,0,0,462,0,0,0,0,16068
"G0100150","1916","Alabama","010","Calhoun","0150","Calhoun","41","150",0,0,0,0,0,55,0,0,0,3854,0,130,0,0,6630,0,0,0,0,0,0,0,0,0,194,275,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,240,0,0,2100,0,467,252,3262,0,0,0,0,0,0,0,174,0,0,0,0,50,0,766,66,0,349,0,0,0,0,170,0,0,0,0,0,0,0,0,0,95,0,0,0,0,19567
"G0100170","1916","Alabama","010","Chambers","0170","Chambers","41","170",0,0,0,0,0,0,0,0,0,8556,0,338,0,0,2948,0,0,0,0,0,776,0,0,0,67,274,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,154,0,0,1280,0,0,1600,3170,0,0,0,0,0,0,0,40,0,0,0,0,0,0,147,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,95,0,0,0,0,19588
"G0100190","1916","Alabama","010","Cherokee","0190","Cherokee","41","190",0,0,0,0,0,0,0,0,0,543,0,45,0,0,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,83,820,2479,0,0,0,0,0,0,0,89,0,0,0,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,72,0,0,0,0,7203
"G0100210","1916","Alabama","010","Chilton","0210","Chilton","41","210",0,0,0,0,0,0,0,0,0,1747,0,139,0,0,5046,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,134,0,0,0,0,0,311,884,0,0,565,0,0,0,0,40,0,0,0,0,0,0,33,13,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9084
"G0100230","1916","Alabama","010","Choctaw","0230","Choctaw","41","230",0,0,0,0,0,227,0,0,0,3664,0,0,0,0,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,846,0,0,919,0,0,346,1370,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8800
"G0100250","1916","Alabama","010","Clarke","0250","Clarke","41","250",0,0,0,0,0,0,0,0,0,7365,0,6,0,0,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187,412,0,0,1618,0,0,67,2943,0,0,518,0,0,0,0,19,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,19004
"G0100270","1916","Alabama","010","Clay","0270","Clay","41","270",0,0,0,0,0,0,0,0,0,447,0,343,0,0,4788,0,0,0,0,0,300,0,0,0,300,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,1750,0,0,15,0,0,0,0,0,0,0,0,0,31,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,9526
"G0100290","1916","Alabama","010","Cleburne","0290","Cleburne","41","290",0,0,0,0,0,0,0,0,0,0,0,112,0,0,2572,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,599,885,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,5247
"G0100310","1916","Alabama","010","Coffee","0310","Coffee","41","310",0,0,0,0,0,0,0,0,0,2860,0,43,0,0,3958,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0,0,0,0,255,255,1580,0,0,120,0,0,0,0,72,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,10233
"G0100330","1916","Alabama","010","Colbert","0330","Colbert","41","330",0,0,0,0,0,149,0,0,0,5202,0,0,0,0,2317,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,2558,0,0,0,0,0,0,0,42,0,0,0,0,162,285,207,161,0,70,0,0,0,0,336,0,0,0,0,0,0,0,0,0,774,0,102,0,0,13650
"G0100350","1916","Alabama","010","Conecuh","0350","Conecuh","41","350",0,0,0,0,0,0,0,0,0,5799,0,178,0,0,2669,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,0,97,0,0,304,2082,0,0,351,0,0,0,0,25,0,0,0,0,0,0,33,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13319
"G0100370","1916","Alabama","010","Coosa","0370","Coosa","41","370",0,0,0,0,0,0,0,0,0,4119,0,233,0,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,100,0,0,0,0,0,370,1719,0,0,522,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,9251
"G0100390","1916","Alabama","010","Covington","0390","Covington","41","390",0,0,0,0,0,0,0,0,0,2684,0,196,0,0,4406,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,485,0,0,0,0,0,639,1814,0,0,0,0,0,0,0,496,0,0,0,0,0,0,194,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,385,0,0,0,0,12124
"G0100410","1916","Alabama","010","Crenshaw","0410","Crenshaw","41","410",0,0,0,0,0,0,0,0,0,3041,0,40,0,0,2068,0,0,0,0,0,0,0,0,0,278,32,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1241,0,0,50,0,0,0,2540,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,11031
"G0100430","1916","Alabama","010","Cullman","0430","Cullman","41","430",0,0,0,0,0,0,0,0,0,115,0,274,0,0,4694,0,0,0,0,0,0,0,0,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1382,1534,0,0,120,0,0,0,0,669,0,0,0,0,113,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,459,0,0,0,0,10605
"G0100450","1916","Alabama","010","Dale","0450","Dale","41","450",0,0,0,0,0,0,0,0,0,1545,0,108,0,0,4005,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,588,0,0,0,0,0,232,3595,0,0,105,0,0,0,0,75,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,12316
"G0100470","1916","Alabama","010","Dallas","0470","Dallas","41","470",0,0,0,0,0,60,0,0,0,19620,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,97,419,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,458,0,0,857,0,0,0,1495,0,0,217,0,0,0,0,280,0,0,0,0,0,1070,1147,42,0,442,0,0,0,0,354,0,0,0,0,0,0,0,0,0,65,0,0,0,0,30832
"G0100490","1916","Alabama","010","DeKalb","0490","Dekalb","41","490",0,0,0,0,0,0,1128,0,0,237,0,529,0,0,4223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,50,0,0,0,0,0,368,2569,0,0,0,0,0,0,0,136,0,0,0,0,15,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9495
"G0100510","1916","Alabama","010","Elmore","0510","Elmore","41","510",0,0,0,0,0,223,0,0,0,5781,0,333,0,0,2799,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,891,0,0,0,0,0,407,2314,0,0,320,0,0,0,0,150,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,13903
"G0100530","1916","Alabama","010","Escambia","0530","Escambia","41","530",0,0,0,0,0,0,0,0,0,3221,0,139,0,0,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,730,0,0,36,0,30,466,1943,0,0,0,0,0,0,0,118,0,0,0,0,0,0,137,0,0,19,0,0,0,0,78,0,0,0,0,0,0,0,0,0,242,0,0,0,0,10608
"G0100550","1916","Alabama","010","Etowah","0550","Etowah","41","550",0,0,0,0,0,0,0,0,0,1928,0,409,0,0,5062,0,0,0,0,0,0,0,0,0,57,80,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,330,0,340,685,2821,0,0,0,0,0,0,0,227,0,0,0,0,218,0,327,0,0,112,0,0,0,0,430,0,0,0,0,0,0,0,0,0,232,0,0,0,0,13700
"G0100570","1916","Alabama","010","Fayette","0570","Fayette","41","570",0,0,0,0,0,0,0,0,0,396,0,28,0,0,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,398,0,0,328,2562,0,0,0,0,0,0,0,24,0,0,0,0,0,0,18,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1347,0,337,0,0,8171
"G0100590","1916","Alabama","010","Franklin","0590","Franklin","41","590",0,0,0,0,0,0,83,0,0,988,0,107,0,0,3274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,88,1335,0,0,0,0,0,0,0,25,0,0,0,0,125,0,15,65,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,757,0,141,0,0,7127
"G0100610","1916","Alabama","010","Geneva","0610","Geneva","41","610",0,0,0,0,0,0,0,0,0,1100,0,0,0,0,3413,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,37,0,80,378,2249,0,0,170,0,0,0,0,0,0,0,0,0,0,0,116,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,8338
"G0100630","1916","Alabama","010","Greene","0630","Greene","41","630",0,0,0,0,0,0,0,0,0,2807,0,15,0,0,389,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,0,0,698,0,0,704,422,0,0,0,0,0,0,0,0,0,0,0,0,80,290,402,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6572
"G0100650","1916","Alabama","010","Hale","0650","Hale","41","650",0,0,0,0,0,0,0,0,0,5690,0,0,0,0,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,974,0,0,1289,0,0,196,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12326
"G0100670","1916","Alabama","010","Henry","0670","Henry","41","670",0,0,0,0,0,0,0,0,0,3135,0,224,0,0,2755,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,68,0,0,0,0,0,0,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,0,8643
"G0100690","1916","Alabama","010","Houston","0690","Houston","41","690",0,0,0,0,0,0,0,0,0,2872,0,23,0,0,5270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,285,0,0,0,0,0,267,2794,0,0,0,0,0,0,0,68,0,0,0,0,0,0,162,20,0,27,0,0,0,0,25,0,0,0,0,0,0,0,0,0,127,0,147,0,0,13481
"G0100710","1916","Alabama","010","Jackson","0710","Jackson","41","710",0,0,0,0,0,13,427,0,0,582,0,399,0,0,3486,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,70,0,0,665,2575,0,0,0,0,0,0,0,83,0,0,0,0,502,30,0,100,0,51,0,0,0,0,42,0,0,0,0,0,0,0,0,0,746,0,0,0,0,10343
"G0100730","1916","Alabama","010","Jefferson","0730","Jefferson","41","730",0,0,0,0,0,0,0,0,0,33716,0,166,0,0,15900,0,0,0,0,0,0,0,0,0,300,900,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5537,3771,0,0,4027,0,0,2472,24188,0,0,791,0,0,0,0,3032,0,0,0,0,537,675,4492,1555,0,2602,0,0,0,0,13636,0,0,0,0,0,0,0,0,0,415,0,0,0,0,120012
"G0100750","1916","Alabama","010","Lamar","0750","Lamar","41","750",0,0,0,0,0,0,71,0,0,625,0,243,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532,0,93,0,2684,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,579,0,0,8264
"G0100770","1916","Alabama","010","Lauderdale","0770","Lauderdale","41","770",0,0,0,0,0,246,0,0,0,2357,0,0,0,0,1066,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,126,0,230,0,3988,0,0,0,0,0,0,0,89,0,0,0,0,343,505,383,185,0,62,0,0,0,0,381,0,0,0,0,0,0,0,0,0,2359,0,197,0,0,13502
"G0100790","1916","Alabama","010","Lawrence","0790","Lawrence","41","790",0,0,0,0,0,370,0,0,0,2254,0,0,0,0,2308,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,858,0,0,0,1535,0,0,0,0,0,0,0,30,0,0,0,0,70,280,115,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,204,0,0,9401
"G0100810","1916","Alabama","010","Lee","0810","Lee","41","810",0,0,0,0,0,0,0,0,0,6458,0,0,0,0,2393,0,0,0,0,0,57,0,0,0,39,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,2118,0,0,2617,0,0,81,2987,0,0,398,0,0,0,0,607,0,0,0,0,0,0,202,0,0,43,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19876
"G0100830","1916","Alabama","010","Limestone","0830","Limestone","41","830",0,0,0,0,0,0,0,0,0,912,0,144,0,0,1346,0,0,0,0,0,0,0,0,0,104,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,299,2894,0,0,0,0,0,0,0,23,0,0,0,0,54,1643,37,500,0,18,0,0,0,0,50,0,0,0,0,0,0,0,0,0,926,0,0,0,0,9551
"G0100850","1916","Alabama","010","Lowndes","0850","Lowndes","41","850",0,0,0,0,0,374,0,0,0,9606,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,1580,0,0,1013,0,0,0,790,0,0,0,0,0,0,0,200,0,0,0,0,0,0,100,0,0,66,0,0,0,0,14,0,0,0,0,0,0,0,0,0,592,0,0,0,0,15925
"G0100870","1916","Alabama","010","Macon","0870","Macon","41","870",0,0,0,0,0,0,0,0,0,7843,0,16,0,0,744,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,3075,0,0,0,0,0,12,1260,0,0,130,0,0,0,0,243,0,0,0,0,0,0,178,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13966
"G0100890","1916","Alabama","010","Madison","0890","Madison","41","890",0,0,0,0,0,504,0,0,0,1061,0,165,0,0,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,339,0,0,859,4308,0,0,0,0,0,0,0,219,0,0,0,0,555,1213,468,558,0,299,0,0,0,0,323,0,0,0,0,0,0,0,0,0,928,0,0,0,0,13921
"G0100910","1916","Alabama","010","Marengo","0910","Marengo","41","910",0,0,0,0,0,775,0,0,0,11589,0,0,0,0,2523,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,1817,0,0,108,0,0,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,85,246,54,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19503
"G0100930","1916","Alabama","010","Marion","0930","Marion","41","930",0,0,0,0,0,0,171,0,0,79,0,186,0,0,1102,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,72,2616,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,1441,0,0,7040
"G0100950","1916","Alabama","010","Marshall","0950","Marshall","41","950",0,0,0,0,0,0,27,0,0,41,0,544,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,764,2279,0,0,0,0,0,0,0,28,0,0,0,0,113,0,54,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,9808
"G0100970","1916","Alabama","010","Mobile","0970","Mobile","41","970",0,0,0,0,0,0,0,0,0,9127,0,0,0,0,3525,0,0,0,0,0,0,0,0,0,180,273,0,0,0,0,0,0,0,0,0,0,0,850,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,4562,0,0,263,0,0,566,4606,0,0,25,0,0,0,0,719,0,0,0,0,0,0,1773,0,0,2757,0,0,0,0,15829,0,0,0,0,0,0,0,0,0,155,0,0,0,0,47032
"G0100990","1916","Alabama","010","Monroe","0990","Monroe","41","990",0,0,0,0,0,0,0,0,0,6520,0,170,0,0,2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,595,0,0,732,0,0,0,1513,0,0,34,0,0,0,0,5,0,0,0,0,0,0,151,0,0,34,0,0,0,0,9,0,0,0,0,0,0,0,0,0,160,0,0,0,0,14071
"G0101010","1916","Alabama","010","Montgomery","1010","Montgomery","41","1010",0,0,0,0,0,143,0,0,0,16446,0,0,0,0,3350,0,0,0,0,0,0,0,0,0,157,544,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2422,8402,0,0,374,0,0,118,5024,0,0,377,0,0,0,0,163,0,0,0,0,0,0,1967,0,0,1157,0,0,0,0,1858,0,0,0,0,0,0,0,0,0,943,0,0,0,0,43811
