GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BTV001,BTV002,BTV003,BTV004,BTV005,BTV006,BTV007,BTV008,BTV009,BTV010,BTV011,BTV012,BTV013,BTV014,BTV015,BTV016,BTV017,BTV018,BTV019,BTV020,BTV021,BTV022,BTV023,BTV024,BTV025,BTV026,BTV027,BTV028,BTV029,BTV030,BTV031,BTV032,BTV033,BTV034,BTV035,BTV036,BTV037,BTV038,BTV039,BTV040,BTV041,BTV042,BTV043,BTV044,BTV045,BTV046,BTV047,BTV048,BTV049,BTV050,BTV051,BTV052,BTV053,BTV054,BTV055,BTV056,BTV057,BTV058,BTV059,BTV060,BTV061,BTV062,BTV063,BTV064,BTV065,BTV066,BTV067,BTV068,BTV069,BTV070,BTV071,BTV072,BTV073,BTV074,BTW001
"G0100010","1936","Alabama","010","Autauga","0010","Autauga","41","10",0,0,258,0,0,0,23,0,0,3304,0,0,0,2323,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,415,0,148,769,155,0,0,306,0,0,21,0,0,0,0,0,0,0,0,0,10340
"G0100030","1936","Alabama","010","Baldwin","0030","Baldwin","41","30",0,0,1081,0,0,0,0,0,0,3026,0,0,0,1629,0,0,0,0,0,181,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,761,0,12,1156,0,0,0,536,0,0,316,0,0,1103,0,0,0,0,0,0,10732
"G0100050","1936","Alabama","010","Barbour","0050","Barbour","41","50",0,0,170,0,0,0,0,318,0,7862,0,52,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3113,0,0,0,1020,0,0,0,502,0,0,0,0,0,59,0,0,0,0,0,0,13672
"G0100070","1936","Alabama","010","Bibb","0070","Bibb","41","70",0,0,246,0,0,0,21,33,0,3906,0,0,0,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,371,27,0,1137,0,0,0,100,100,0,3,0,0,32,0,0,0,0,0,0,9634
"G0100090","1936","Alabama","010","Blount","0090","Blount","41","90",0,0,688,0,0,0,0,0,0,457,0,211,0,3771,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7638
"G0100110","1936","Alabama","010","Bullock","0110","Bullock","41","110",0,0,30,0,0,0,0,0,0,7962,0,0,0,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,709,937,99,723,0,0,0,202,0,0,20,0,0,0,0,0,0,0,0,0,13831
"G0100130","1936","Alabama","010","Butler","0130","Butler","41","130",0,0,758,0,0,0,0,0,0,5655,0,127,0,3641,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,3035,0,0,1581,68,0,0,69,0,0,69,0,0,22,0,0,0,0,0,0,15370
"G0100150","1936","Alabama","010","Calhoun","0150","Calhoun","41","150",0,0,1308,0,0,0,0,0,0,6572,0,34,0,6579,0,0,0,0,0,315,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,667,186,2272,430,4496,0,0,0,817,80,0,647,0,0,130,0,0,0,0,0,0,25011
"G0100170","1936","Alabama","010","Chambers","0170","Chambers","41","170",0,0,871,0,0,0,0,0,0,7900,0,293,0,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,2001,241,2817,0,0,0,88,0,0,0,0,0,20,0,0,0,0,0,0,18114
"G0100190","1936","Alabama","010","Cherokee","0190","Cherokee","41","190",0,0,305,0,0,0,0,0,0,827,0,0,0,2230,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,275,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5465
"G0100210","1936","Alabama","010","Chilton","0210","Chilton","41","210",0,0,720,0,0,0,0,0,0,4299,0,82,0,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,39,0,380,162,392,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,12073
"G0100230","1936","Alabama","010","Choctaw","0230","Choctaw","41","230",0,0,128,0,0,0,150,0,0,4404,0,0,0,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1815,2600,365,1167,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11793
"G0100250","1936","Alabama","010","Clarke","0250","Clarke","41","250",0,0,268,0,0,0,0,0,0,7791,0,22,0,2327,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,696,3250,0,1317,341,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,17100
"G0100270","1936","Alabama","010","Clay","0270","Clay","41","270",0,0,474,0,0,0,0,0,0,662,0,88,0,3361,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,1065,188,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,6572
"G0100290","1936","Alabama","010","Cleburne","0290","Cleburne","41","290",0,0,197,0,0,0,0,0,0,576,0,88,0,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4764
"G0100310","1936","Alabama","010","Coffee","0310","Coffee","41","310",0,0,485,0,0,0,0,0,0,3051,0,0,0,3404,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,103,1797,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,10139
"G0100330","1936","Alabama","010","Colbert","0330","Colbert","41","330",0,0,621,0,0,0,128,61,0,3060,0,0,0,1048,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,1060,142,1445,0,0,0,267,200,0,96,0,0,262,0,0,0,0,0,0,10771
"G0100350","1936","Alabama","010","Conecuh","0350","Conecuh","41","350",0,0,193,0,0,0,0,0,0,4689,0,135,0,1582,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,1255,0,7,2049,0,0,0,41,0,0,12,0,0,0,0,0,0,0,0,0,10176
"G0100370","1936","Alabama","010","Coosa","0370","Coosa","41","370",0,0,71,0,0,0,0,0,0,2082,0,132,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,290,145,1442,70,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,5577
"G0100390","1936","Alabama","010","Covington","0390","Covington","41","390",0,0,1033,0,0,0,0,0,0,2861,0,131,0,5547,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,410,0,60,1829,0,0,0,181,0,0,14,0,0,9,0,0,0,0,0,0,13440
"G0100410","1936","Alabama","010","Crenshaw","0410","Crenshaw","41","410",0,0,383,0,0,0,0,0,0,2993,0,224,0,1220,0,0,0,0,0,618,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,382,872,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8358
"G0100430","1936","Alabama","010","Cullman","0430","Cullman","41","430",0,0,1554,0,0,0,0,0,0,398,0,205,0,7512,0,0,0,0,0,454,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,2019,175,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,13855
"G0100450","1936","Alabama","010","Dale","0450","Dale","41","450",0,0,298,0,0,0,0,259,0,2640,0,109,0,2397,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,286,0,0,2009,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,9560
"G0100470","1936","Alabama","010","Dallas","0470","Dallas","41","470",0,0,1265,0,0,0,1410,0,0,21656,0,0,0,690,0,0,0,0,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,570,2000,0,1315,251,0,0,1060,0,0,534,0,0,176,0,0,0,0,0,0,34898
"G0100490","1936","Alabama","010","DeKalb","0490","Dekalb","41","490",0,0,2579,0,0,0,0,0,0,408,0,322,0,5139,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,1789,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,10948
"G0100510","1936","Alabama","010","Elmore","0510","Elmore","41","510",0,0,494,0,0,0,0,0,0,5232,0,325,0,2696,0,0,0,0,0,50,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,0,724,2509,102,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,13101
"G0100530","1936","Alabama","010","Escambia","0530","Escambia","41","530",0,0,1181,0,0,0,100,0,0,3441,0,197,0,1865,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,831,362,300,169,1495,0,0,0,177,0,0,177,0,0,57,0,0,0,0,0,0,10539
"G0100550","1936","Alabama","010","Etowah","0550","Etowah","41","550",0,0,1305,0,0,0,0,0,0,3635,0,224,0,6586,0,0,0,0,0,416,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,636,10,648,640,5252,0,0,0,660,0,0,215,0,0,0,0,0,0,0,0,0,20483
"G0100570","1936","Alabama","010","Fayette","0570","Fayette","41","570",0,0,302,0,0,0,0,452,0,1281,0,27,0,2851,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,250,462,0,1857,0,0,0,22,0,0,0,0,0,259,0,0,0,0,0,0,8349
"G0100590","1936","Alabama","010","Franklin","0590","Franklin","41","590",0,0,2825,0,0,0,0,702,0,809,0,51,0,1324,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,834,0,0,0,50,69,0,0,0,0,0,0,0,0,0,0,0,7905
"G0100610","1936","Alabama","010","Geneva","0610","Geneva","41","610",0,0,372,0,0,0,0,62,0,1022,0,0,0,3375,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,92,171,2686,60,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,8234
"G0100630","1936","Alabama","010","Greene","0630","Greene","41","630",0,0,261,0,0,0,1174,0,0,3052,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1380,382,314,0,0,0,44,0,0,160,0,0,0,0,0,0,0,0,0,8725
"G0100650","1936","Alabama","010","Hale","0650","Hale","41","650",0,0,65,0,0,0,160,0,0,6746,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,4116,2046,37,1031,0,0,0,277,0,0,151,0,0,0,0,0,0,0,0,0,16288
"G0100670","1936","Alabama","010","Henry","0670","Henry","41","670",0,0,184,0,0,0,0,490,0,3666,0,155,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,21,730,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7574
"G0100690","1936","Alabama","010","Houston","0690","Houston","41","690",0,0,451,0,0,0,0,1899,0,5639,0,35,0,5743,0,0,0,0,0,105,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,27,0,105,2201,0,0,0,379,0,0,0,0,0,44,0,0,0,0,0,0,18118
"G0100710","1936","Alabama","010","Jackson","0710","Jackson","41","710",0,0,1624,0,0,0,110,0,0,786,0,223,0,4072,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,431,1784,0,0,0,0,81,0,129,0,0,9,0,0,0,0,0,0,10419
"G0100730","1936","Alabama","010","Jefferson","0730","Jefferson","41","730",0,0,8079,0,0,0,1169,217,0,61644,0,533,0,28726,0,0,0,0,0,1519,0,0,0,0,0,0,0,1965,0,0,0,0,0,0,0,0,0,0,0,5405,0,0,0,0,0,0,0,0,0,0,0,0,0,11144,5760,5057,1471,35021,991,0,0,5171,4456,0,4111,0,0,12171,0,0,0,0,0,0,194610
"G0100750","1936","Alabama","010","Lamar","0750","Lamar","41","750",0,0,367,0,0,0,0,791,0,1633,0,42,0,1111,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6340
"G0100770","1936","Alabama","010","Lauderdale","0770","Lauderdale","41","770",0,0,1128,0,0,0,225,574,0,2345,0,219,0,1551,0,0,0,0,0,1883,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,348,171,3786,0,0,0,442,114,0,169,0,0,425,0,0,0,0,0,0,14193
"G0100790","1936","Alabama","010","Lawrence","0790","Lawrence","41","790",0,0,553,0,0,0,290,303,0,2584,0,0,0,1585,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,71,844,0,0,0,78,116,0,0,0,0,0,0,0,0,0,0,0,7470
"G0100810","1936","Alabama","010","Lee","0810","Lee","41","810",0,0,91,0,0,0,0,0,0,7763,0,52,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,1339,2734,64,1700,399,0,0,246,0,0,94,0,0,87,0,0,0,0,0,0,16626
"G0100830","1936","Alabama","010","Limestone","0830","Limestone","41","830",0,0,1590,0,0,0,484,16,0,634,0,61,0,1615,0,0,0,0,0,1552,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,943,93,962,0,0,0,0,358,0,21,0,0,6,0,0,0,0,0,0,8649
"G0100850","1936","Alabama","010","Lowndes","0850","Lowndes","41","850",0,0,120,0,0,0,125,0,0,7922,0,10,0,307,0,0,0,0,0,130,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1140,1583,0,504,76,0,0,86,0,0,48,0,0,0,0,0,0,0,0,0,12385
"G0100870","1936","Alabama","010","Macon","0870","Macon","41","870",0,0,0,0,0,0,0,0,0,3397,0,0,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,3272,78,0,1507,189,0,0,175,0,0,88,0,0,0,0,0,0,0,0,0,10020
"G0100890","1936","Alabama","010","Madison","0890","Madison","41","890",0,0,1676,0,0,0,2440,0,0,1838,0,210,0,3077,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,658,569,3161,0,0,0,387,406,0,204,0,0,211,0,0,0,0,0,0,17235
"G0100910","1936","Alabama","010","Marengo","0910","Marengo","41","910",0,0,288,0,0,0,0,0,0,10102,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,549,4105,0,0,1363,0,0,0,244,88,0,244,0,0,241,0,0,0,0,0,0,18925
"G0100930","1936","Alabama","010","Marion","0930","Marion","41","930",0,0,939,0,0,0,1812,1394,0,38,0,134,0,1514,0,0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8033
"G0100950","1936","Alabama","010","Marshall","0950","Marshall","41","950",0,0,177,0,0,0,53,0,0,120,0,555,0,3988,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,27,338,1960,0,0,0,45,0,0,55,0,0,0,0,0,0,0,0,0,7716
"G0100970","1936","Alabama","010","Mobile","0970","Mobile","41","970",0,0,3760,0,0,0,151,0,0,13313,0,0,0,6668,0,0,0,0,0,421,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,1949,6776,880,390,6412,0,0,0,2321,0,0,4057,0,0,14186,0,0,0,0,0,0,62619
"G0100990","1936","Alabama","010","Monroe","0990","Monroe","41","990",0,0,689,0,0,0,115,0,0,10046,0,102,0,1694,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1799,1062,2138,0,275,0,0,0,164,0,0,15,0,0,2048,0,0,0,0,0,0,20243
"G0101010","1936","Alabama","010","Montgomery","1010","Montgomery","41","1010",0,0,846,0,0,0,136,0,0,25867,0,113,0,7875,0,0,0,0,0,1220,0,0,0,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,4136,6935,736,259,6513,812,0,0,2240,0,0,1292,0,0,0,0,0,0,0,0,0,62071
"G0101030","1936","Alabama","010","Morgan","1030","Morgan","41","1030",0,0,594,0,0,0,106,0,0,2143,0,107,0,5036,0,0,0,0,0,465,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,2239,374,4464,0,0,0,231,433,0,183,0,0,175,0,0,0,0,0,0,17377
"G0101050","1936","Alabama","010","Perry","1050","Perry","41","1050",0,0,462,0,0,0,445,44,0,9462,0,0,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,1538,0,681,1006,0,0,0,309,0,0,146,0,0,0,0,0,0,0,0,0,16455
"G0101070","1936","Alabama","010","Pickens","1070","Pickens","41","1070",0,0,493,0,0,0,260,839,0,4520,0,79,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3880,0,2439,0,0,0,38,0,0,0,0,0,27,0,0,0,0,0,0,14387
"G0101090","1936","Alabama","010","Pike","1090","Pike","41","1090",0,0,237,0,0,0,15,0,0,6249,0,262,0,3268,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,322,1020,0,851,588,0,0,60,0,0,66,0,0,25,0,0,0,0,0,0,13989
"G0101110","1936","Alabama","010","Randolph","1110","Randolph","41","1110",0,0,2195,0,0,0,0,0,0,2335,0,81,0,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,585,1090,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9386
"G0101130","1936","Alabama","010","Russell","1130","Russell","41","1130",0,0,275,0,0,0,0,0,0,7347,0,0,0,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3910,774,496,0,1006,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,15676
"G0101150","1936","Alabama","010","St Clair","1150","St Clair","41","1150",0,0,389,0,0,0,0,119,0,1329,0,0,0,3833,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,192,220,1272,59,0,0,73,104,0,9,0,0,0,0,0,0,0,0,0,7694
"G0101170","1936","Alabama","010","Shelby","1170","Shelby","41","1170",0,0,319,0,0,0,0,439,0,4480,0,82,0,2971,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2824,0,0,50,1846,0,0,0,67,106,0,30,0,0,37,0,0,0,0,0,0,13256
"G0101190","1936","Alabama","010","Sumter","1190","Sumter","41","1190",0,0,43,0,0,0,463,0,0,11446,0,10,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478,2149,123,441,70,0,0,399,0,0,10,0,0,0,0,0,0,0,0,0,18097
"G0101210","1936","Alabama","010","Talladega","1210","Talladega","41","1210",0,0,591,0,0,0,0,35,0,10550,0,50,0,4648,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,257,2023,441,3985,180,0,0,189,0,0,82,0,0,0,0,0,0,0,0,0,23709
"G0101230","1936","Alabama","010","Tallapoosa","1230","Tallapoosa","41","1230",0,0,462,0,0,0,0,0,0,1799,0,185,0,2737,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,180,234,2031,451,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,8675
"G0101250","1936","Alabama","010","Tuscaloosa","1250","Tuscaloosa","41","1250",0,0,865,0,0,0,115,493,0,8613,0,46,0,7820,0,0,0,0,0,104,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,925,1580,3076,200,4913,0,0,0,1395,0,0,357,0,0,356,0,0,0,0,0,0,31360
"G0101270","1936","Alabama","010","Walker","1270","Walker","41","1270",0,0,1134,0,0,0,0,968,0,2499,0,53,0,3846,0,0,0,0,0,2206,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,249,190,774,400,2814,66,0,0,24,0,0,45,0,0,19,0,0,0,0,0,0,15547
"G0101290","1936","Alabama","010","Washington","1290","Washington","41","1290",0,0,247,0,0,0,0,0,0,1725,0,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1140,300,0,1440,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,6381
"G0101310","1936","Alabama","010","Wilcox","1310","Wilcox","41","1310",0,0,1915,0,0,0,399,0,0,6915,0,0,0,1004,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3733,1316,0,24,751,325,0,0,201,82,0,18,0,0,0,0,0,0,0,0,0,16777
"G0101330","1936","Alabama","010","Winston","1330","Winston","41","1330",0,0,332,0,0,0,0,0,0,76,0,37,0,1969,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,279,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,3005
"G0400010","1936","Arizona","040","Apache","0010","Apache","61","10",0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,70,0,0,5430,0,0,0,0,0,0,8400
"G0400030","1936","Arizona","040","Cochise","0030","Cochise","61","30",0,0,548,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,295,0,0,0,0,474,0,726,0,0,7395,0,0,0,0,0,0,11494
"G0400050","1936","Arizona","040","Coconino","0050","Coconino","61","50",0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,277,0,193,0,0,3685,0,0,0,0,0,0,5082
"G0400070","1936","Arizona","040","Gila","0070","Gila","61","70",0,0,537,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,188,0,0,0,0,358,0,200,0,0,5919,0,0,0,0,0,0,8738
"G0400090","1936","Arizona","040","Graham","0090","Graham","61","90",0,0,57,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,27,0,0,1725,0,0,0,0,0,0,7137
