GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,STATEICP,COUNTYICP,BTV001,BTV002,BTV003,BTV004,BTV005,BTV006,BTV007,BTV008,BTV009,BTV010,BTV011,BTV012,BTV013,BTV014,BTV015,BTV016,BTV017,BTV018,BTV019,BTV020,BTV021,BTV022,BTV023,BTV024,BTV025,BTV026,BTV027,BTV028,BTV029,BTV030,BTV031,BTV032,BTV033,BTV034,BTV035,BTV036,BTV037,BTV038,BTV039,BTV040,BTV041,BTV042,BTV043,BTV044,BTV045,BTV046,BTV047,BTV048,BTV049,BTV050,BTV051,BTV052,BTV053,BTV054,BTV055,BTV056,BTV057,BTV058,BTV059,BTV060,BTV061,BTV062,BTV063,BTV064,BTV065,BTV066,BTV067,BTV068,BTV069,BTV070,BTV071,BTV072,BTV073,BTV074,BTW001
"G3100910","1936","Nebraska","310","Hooker","0910","Hooker","35","910",0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,108,0,0,63,0,0,0,0,0,0,516
"G3100930","1936","Nebraska","310","Howard","0930","Howard","35","930",0,0,111,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,155,0,0,2985
"G3100950","1936","Nebraska","310","Jefferson","0950","Jefferson","35","950",0,0,255,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,654,0,0,678,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,415,0,1297,0,0,205,0,0,0,0,1289,0,0,0,0,0,732,0,58,0,0,560,0,0,0,54,0,0,7148
"G3100970","1936","Nebraska","310","Johnson","0970","Johnson","35","970",0,0,868,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,557,0,0,273,0,0,0,0,1056,0,0,0,0,0,132,0,21,0,0,862,0,0,0,79,0,0,5013
"G3100990","1936","Nebraska","310","Kearney","0990","Kearney","35","990",0,0,467,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,0,0,0,240,259,0,0,0,0,0,0,651,0,0,0,0,0,340,0,0,0,0,435,0,0,0,0,0,0,3624
"G3101010","1936","Nebraska","310","Keith","1010","Keith","35","1010",0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,342,0,0,0,0,440,0,0,0,0,0,56,0,0,0,0,532,0,0,0,0,0,0,2171
"G3101030","1936","Nebraska","310","Keya Paha","1030","Keya Paha","35","1030",0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,448
"G3101050","1936","Nebraska","310","Kimball","1050","Kimball","35","1050",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,161,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,54,0,0,255,0,0,0,0,0,0,1047
"G3101070","1936","Nebraska","310","Knox","1070","Knox","35","1070",0,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,246,941,0,0,0,0,1406,119,0,1000,0,0,0,0,637,0,0,0,0,0,92,0,574,0,0,2270,0,0,0,0,0,0,8322
"G3101090","1936","Nebraska","310","Lancaster","1090","Lancaster","35","1090",0,0,5676,0,0,0,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3134,2883,0,0,1315,516,0,0,0,0,0,0,0,1200,0,0,63,349,0,0,0,0,3238,104,0,2089,0,0,0,0,8413,0,0,0,0,0,4038,0,1262,0,0,4248,0,0,0,421,0,0,40688
"G3101110","1936","Nebraska","310","Lincoln","1110","Lincoln","35","1110",0,0,1018,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,332,70,0,877,0,0,0,0,1588,0,0,0,0,0,732,0,793,0,0,1271,0,0,0,0,0,0,7424
"G3101130","1936","Nebraska","310","Logan","1130","Logan","35","1130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,134,0,0,0,0,170,0,0,0,0,0,0,382
"G3101150","1936","Nebraska","310","Loup","1150","Loup","35","1150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
"G3101170","1936","Nebraska","310","McPherson","1170","Mcpherson","35","1170",0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
"G3101190","1936","Nebraska","310","Madison","1190","Madison","35","1190",0,0,993,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,251,0,0,0,89,0,0,0,0,0,0,0,50,0,0,0,229,0,0,965,0,4468,0,0,190,0,0,0,0,1996,0,0,0,0,0,632,0,230,0,0,2187,0,0,0,0,0,0,13353
"G3101210","1936","Nebraska","310","Merrick","1210","Merrick","35","1210",0,0,91,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,315,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,903,0,0,0,0,0,0,0,593,0,0,0,0,0,400,0,88,0,0,754,0,0,0,0,0,0,3906
"G3101230","1936","Nebraska","310","Morrill","1230","Morrill","35","1230",0,0,378,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,165,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,134,0,0,0,0,500,0,0,0,0,0,353,0,108,0,0,1492,0,0,0,0,0,0,3847
"G3101250","1936","Nebraska","310","Nance","1250","Nance","35","1250",0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,228,249,0,0,0,0,69,56,0,0,0,0,0,0,659,0,0,0,0,0,352,0,0,0,0,1113,0,0,0,0,0,0,3084
"G3101270","1936","Nebraska","310","Nemaha","1270","Nemaha","35","1270",0,0,135,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1368,0,0,0,90,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,115,0,0,841,0,0,0,0,815,0,0,0,0,0,258,0,0,0,0,481,0,0,0,147,0,0,5510
"G3101290","1936","Nebraska","310","Nuckolls","1290","Nuckolls","35","1290",0,0,378,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,340,0,170,0,0,0,0,736,0,0,0,0,0,462,0,14,0,0,1389,0,0,0,209,0,0,4737
"G3101310","1936","Nebraska","310","Otoe","1310","Otoe","35","1310",0,0,584,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,340,0,0,1233,0,0,0,0,0,0,0,0,0,0,0,1819,0,0,0,0,0,19,0,0,580,0,0,0,0,1394,0,0,0,0,0,690,0,110,0,0,1702,0,0,0,0,0,0,9056
"G3101330","1936","Nebraska","310","Pawnee","1330","Pawnee","35","1330",0,0,352,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,1055,0,0,0,0,0,398,0,0,0,0,739,0,0,0,292,0,0,4133
"G3101350","1936","Nebraska","310","Perkins","1350","Perkins","35","1350",0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,0,1774
"G3101370","1936","Nebraska","310","Phelps","1370","Phelps","35","1370",0,0,561,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,0,0,317,0,0,0,0,0,0,0,877,0,0,0,0,0,0,0,124,0,0,67,0,0,0,0,0,0,3777
"G3101390","1936","Nebraska","310","Pierce","1390","Pierce","35","1390",0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,335,0,2237,0,0,120,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,962,0,0,0,0,0,0,5420
"G3101410","1936","Nebraska","310","Platte","1410","Platte","35","1410",0,0,697,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,118,0,0,0,0,0,0,0,0,0,0,51,243,0,0,0,0,2474,72,0,1552,0,0,0,0,624,0,0,0,0,0,134,0,147,0,0,7263,0,0,0,0,0,0,14402
"G3101430","1936","Nebraska","310","Polk","1430","Polk","35","1430",0,0,259,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933,0,0,0,0,38,0,0,0,0,0,0,0,1199,0,0,0,0,0,35,0,0,0,0,951,0,0,0,280,0,0,4403
"G3101450","1936","Nebraska","310","Red Willow","1450","Red Willow","35","1450",0,0,147,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,1300,0,0,0,0,908,0,0,0,0,0,77,0,304,0,0,1054,0,0,0,0,0,0,5406
"G3101470","1936","Nebraska","310","Richardson","1470","Richardson","35","1470",0,0,433,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,760,0,0,325,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,1121,0,0,0,0,0,376,0,0,0,0,1642,0,0,0,92,0,0,6555
"G3101490","1936","Nebraska","310","Rock","1490","Rock","35","1490",0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,28,0,0,81,0,0,0,0,0,0,479
"G3101510","1936","Nebraska","310","Saline","1510","Saline","35","1510",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,277,92,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,723,0,0,202,0,0,0,0,1608,0,0,0,0,0,0,0,86,0,0,1082,0,0,0,0,0,0,5203
"G3101530","1936","Nebraska","310","Sarpy","1530","Sarpy","35","1530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,535,0,0,0,0,576,0,0,0,0,0,298,0,0,0,0,759,0,0,0,0,0,0,2614
"G3101550","1936","Nebraska","310","Saunders","1550","Saunders","35","1550",0,0,553,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,335,0,0,0,259,0,0,0,0,0,0,0,0,0,0,183,1397,0,0,0,0,414,0,0,513,0,0,0,0,1139,0,0,0,0,0,441,0,11,0,0,3230,0,0,0,0,0,0,9175
"G3101570","1936","Nebraska","310","Scotts Bluff","1570","Scotts Bluff","35","1570",0,0,421,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,1113,0,0,1198,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,777,0,0,0,0,0,0,0,1543,0,0,0,0,0,664,0,392,0,0,2905,0,0,0,0,0,0,10772
"G3101590","1936","Nebraska","310","Seward","1590","Seward","35","1590",0,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,84,0,0,452,251,0,0,0,0,0,0,0,0,0,0,163,0,0,0,163,0,3530,280,0,0,0,0,0,0,971,0,0,0,0,0,139,0,0,0,0,1325,0,0,0,208,0,0,8856
"G3101610","1936","Nebraska","310","Sheridan","1610","Sheridan","35","1610",0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,436,0,0,0,0,0,0,0,655,0,0,0,0,0,361,0,33,0,0,1099,0,0,0,0,0,0,3035
"G3101630","1936","Nebraska","310","Sherman","1630","Sherman","35","1630",0,0,90,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,284,0,0,0,0,0,172,0,0,0,0,2348,0,0,0,0,0,0,3557
"G3101650","1936","Nebraska","310","Sioux","1650","Sioux","35","1650",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,582
"G3101670","1936","Nebraska","310","Stanton","1670","Stanton","35","1670",0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,118,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,458,57,0,192,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,0,0,2526
"G3101690","1936","Nebraska","310","Thayer","1690","Thayer","35","1690",0,0,220,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,0,0,0,0,0,1976,0,0,483,0,0,0,0,1120,0,0,0,0,0,587,0,0,0,0,614,0,0,0,0,0,0,8640
"G3101710","1936","Nebraska","310","Thomas","1710","Thomas","35","1710",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,229
"G3101730","1936","Nebraska","310","Thurston","1730","Thurston","35","1730",0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,112,0,0,753,0,0,0,0,199,0,0,0,0,0,103,0,0,0,0,1049,0,0,0,0,0,0,2702
"G3101750","1936","Nebraska","310","Valley","1750","Valley","35","1750",0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,64,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,60,0,0,0,0,0,0,381,0,0,0,0,0,221,0,0,0,0,1379,0,0,0,91,0,0,3024
"G3101770","1936","Nebraska","310","Washington","1770","Washington","35","1770",0,0,285,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,125,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,540,0,262,0,0,0,0,752,0,0,0,0,0,150,0,100,0,0,134,0,0,0,0,0,0,4339
"G3101790","1936","Nebraska","310","Wayne","1790","Wayne","35","1790",0,0,23,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,55,0,0,361,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,1679,0,0,1095,0,0,0,0,507,0,0,0,0,0,124,0,0,0,0,300,0,0,0,0,0,0,4804
"G3101810","1936","Nebraska","310","Webster","1810","Webster","35","1810",0,0,207,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,316,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,965,24,0,247,0,0,0,0,1115,0,0,0,0,0,70,0,0,0,0,270,0,0,0,25,0,0,3642
"G3101830","1936","Nebraska","310","Wheeler","1830","Wheeler","35","1830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,170,0,0,0,0,0,0,212
"G3101850","1936","Nebraska","310","York","1850","York","35","1850",0,0,1108,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1767,0,0,554,0,0,0,0,1285,0,0,0,0,0,738,0,0,0,0,835,0,0,0,998,0,0,8300
"G3200010","1936","Nevada","320","Churchill","0010","Churchill","65","10",0,0,56,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,70,0,0,521,0,0,0,0,0,0,1239
"G3200030","1936","Nevada","320","Clark","0030","Clark","65","30",0,0,83,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,352,0,0,1055,0,0,0,0,0,0,4309
"G3200050","1936","Nevada","320","Douglas","0050","Douglas","65","50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,667
"G3200070","1936","Nevada","320","Elko","0070","Elko","65","70",0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,304,0,0,947,0,0,0,0,0,0,2377
"G3200090","1936","Nevada","320","Esmeralda","0090","Esmeralda","65","90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,63,0,0,0,0,0,0,78
"G3200110","1936","Nevada","320","Eureka","0110","Eureka","65","110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,66,0,0,262,0,0,0,0,0,0,348
"G3200130","1936","Nevada","320","Humboldt","0130","Humboldt","65","130",0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,677,0,0,0,0,0,0,929
"G3200150","1936","Nevada","320","Lander","0150","Lander","65","150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,392,0,0,0,0,0,0,467
"G3200170","1936","Nevada","320","Lincoln","0170","Lincoln","65","170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,103,0,0,0,0,0,0,1656
"G3200190","1936","Nevada","320","Lyon","0190","Lyon","65","190",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,53,0,0,955,0,0,0,0,0,0,1175
"G3200210","1936","Nevada","320","Mineral","0210","Mineral","65","210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,25,0,0,57,0,0,0,0,0,0,89
"G3200230","1936","Nevada","320","Nye","0230","Nye","65","230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,130,0,0,333,0,0,0,0,0,0,525
"G3200250","1936","Nevada","320","Ormsby","0250","Ormsby","65","250",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,419,0,0,0,0,0,0,887
"G3200270","1936","Nevada","320","Pershing","0270","Pershing","65","270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,75,0,0,360,0,0,0,0,0,0,519
"G3200290","1936","Nevada","320","Storey","0290","Storey","65","290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,250,0,0,0,0,0,0,294
"G3200310","1936","Nevada","320","Washoe","0310","Washoe","65","310",0,0,722,0,0,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,715,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,1494,0,0,5020,0,0,0,0,0,0,9622
"G3200330","1936","Nevada","320","White Pine","0330","White Pine","65","330",0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,361,0,0,459,0,0,0,0,0,0,2700
"G3300010","1936","New Hampshire","330","Belknap","0010","Belknap","4","10",0,0,610,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,0,0,0,0,0,55,0,0,50,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,423,0,0,5677,0,0,177,0,0,0,10200
"G3300030","1936","New Hampshire","330","Carroll","0030","Carroll","4","30",0,0,149,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,161,0,0,799,0,0,0,0,0,0,2831
"G3300050","1936","New Hampshire","330","Cheshire","0050","Cheshire","4","50",0,0,385,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,824,0,0,250,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,672,0,0,8839,0,0,318,0,160,0,14649
"G3300070","1936","New Hampshire","330","Coos","0070","Coos","4","70",0,0,684,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,0,0,0,0,940,0,0,18906,0,0,0,0,0,0,24105
"G3300090","1936","New Hampshire","330","Grafton","0090","Grafton","4","90",0,0,362,0,0,0,0,0,0,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,0,0,0,0,0,0,0,0,315,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,0,0,0,0,0,0,0,1030,0,0,7198,0,0,104,0,218,0,13765
"G3300110","1936","New Hampshire","330","Hillsborough","0110","Hillsborough","4","110",0,0,4802,0,0,0,0,0,0,0,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5526,0,0,0,0,0,0,0,0,261,0,0,2123,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2922,0,0,0,0,0,0,0,1982,0,0,68507,0,0,612,0,321,0,91344
"G3300130","1936","New Hampshire","330","Merrimack","0130","Merrimack","4","130",0,0,717,0,0,0,0,0,0,0,2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3279,0,0,0,0,0,0,0,0,86,0,0,247,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,1923,0,0,14793,0,0,302,0,174,0,25401
